#Produktgruppe;Lieferant;Artikelnummer;Bezeichnung;Barcode;Herkunftsland;VPE;VK-Preis;EK-Preis;Variabel
Schwarzer Tee;ethiquable;2401;FRÜHSTÜCKSTEE (Schwarzer Ceylon Tee, 20 Beutel), 36g 20x1,8g;;Sri Lanka;12;2,29;;
Schwarzer Tee;GEPA;8090907;Darjeeling  First Flush 100g;;Indien;5;5,99;;
Schwarzer Tee;GEPA;8900987;Darjeeling Classic 200 g;;Indien;5;6,49;;
Schwarzer Tee;GEPA;8900984;Darjeeling Classic 500 g;;Indien;5;12,99;;
Schwarzer Tee;dwp;rin112101;Schwarztee Darjeeling First Flush FTGFOP1, edel-blumig 100 g;;Indien;6;4,89;;
Schwarzer Tee;dwp;rin112117;Schwarztee Darjeeling Second Flush, FTGFOP1, fein-harmonisch 100 g;;Indien;6;5,49;;
Schwarzer Tee;EP;in012511;Darjeeling Tee TGBOP broken 100 g;;Indien;7;3,49;;
Schwarzer Tee;EP;in012521;Darjeeling Tee TGBOP broken 250 g;;Indien;5;7,45;;
Schwarzer Tee;EP;in012512;Darjeeling Tee FTGFOP Blatt-Tee 100 g;;Indien;7;4,49;;
Schwarzer Tee;EP;in012522;Darjeeling Tee FTGFOP Blatt-Tee 250 g;;Indien;5;9,45;;
Schwarzer Tee;EP;in012552;Darjeeling Bio FTGFOP Blatt-Tee 500 g;;Indien;4;17,9;;
Schwarzer Tee;ethiquable;2103;DARJEELING TEE (Lose Blätter) 100g;;Indien;6;5,95;;
Schwarzer Tee;GEPA;8190956;Schwarztee Darjeeling, einzeln kuvertiert 25x2g;;Indien;5;2,99;;
Schwarzer Tee;dwp;rin112116;Darjeeling Schwarztee, Teebeutel, kbA 20x1,8g;;Indien;6;2,69;;
Schwarzer Tee;EP;in012020;Darjeeling Schwarztee, Teebeutel, kbA 20x1,8g;;Indien;8;2,29;;
Schwarzer Tee;EP;ta012100;Kilimanjaro-Tee 100 g;;Tanzania;6;2,39;;
Schwarzer Tee;EP;ta012104;Kilimanjaro-Tee 250 g;;Tanzania;8;4,29;;
Schwarzer Tee;EP;ta012102;Kilimanjaro-Tee, 25 Teebeutel je 2 g 25x2g;;Tanzania;8;2,29;;
Schwarzer Tee;EP;rw212012;Highland Black, Schwarzer Tee Ruanda 100 g;;Ruanda;7;2,39;;
Schwarzer Tee;EP;rw212022;Highland Black, Schwarzer Tee Ruanda 250 g;;Ruanda;5;5,19;;
Schwarzer Tee;GEPA;8090908;Assam Tee 100g;;Indien;5;4,99;;
Schwarzer Tee;GEPA;8090912;Subarna Gold feinherbe Ingwernote, fruchtige Orange 100g;;Indien;5;5,99;;
Schwarzer Tee;GEPA;8900988;Ostfriesische Mischung 250g;;Vietnam Indien;5;6,49;;
Schwarzer Tee;GEPA;8090909;Earl Grey  Tee 100g;;Indien;5;4,99;;
Schwarzer Tee;GEPA;8090910;Indischer Chai mit orientalischen Gewürzen 100g;;Indien;5;4,99;;
Schwarzer Tee;EP;in012600;Adivasi Schwarztee im Baumwollbeutel 100 g;;Indien;7;1,95;;
Schwarzer Tee;dwp;rne312100;Schwarztee Himalaya-Paleswan angenehm-kräftig 100 g;;Nepal;6;4,29;;
Schwarzer Tee;dwp;rsl812004;Schwarztee Earl Grey BOP, verfeinert mit  Bergamotte-Öl, vollmundig-spritzig 100 g;;Sri  Lanka;6;3,69;;
Schwarzer Tee;EP;ne012100;Schwarzer Bio-Tee, Nepal, GFOP, kbA 100 g;;Nepal;7;3,3;;
Schwarzer Tee;EP;ne012500;Schwarzer Tee, Nepal, GFOP, kbA  500 g;;Nepal;4;12,95;;
Schwarzer Tee;EP;ne012116;Schwarzer Tee mit Zimtblättern 100 g;;Nepal;7;3,3;;
Schwarzer Tee;EP;ne012118;Schwarzer Tee mit Zitronengras 100 g;;Nepal;7;3,3;;
Schwarzer Tee;GEPA;8190977;Indian Black No. 44, einzeln kuvertiert 25x2 g;;Indien;5;1,99;;
Schwarzer Tee;GEPA;8090906;Englische Mischung, einzeln kuvertiert 25x2 g;;Indien;5;1,99;;
Schwarzer Tee;dwp;rin112110;Teebeutel Schwarztee Kerala 20x1,8g;;Indien;6;2,29;;
Grüner Tee;ethiquable;2503;GRÜNER TEE JASMIN (Lose Blätter) 100g;;China;6;5,95;;
Grüner Tee;GEPA;8950913;China Jasmintee mit Jasminblüten veredelt 125 g;;China;5;9,95;;
Grüner Tee;GEPA;8900986;Indischer Grüntee 200 g;;Indien;5;6,49;;
Grüner Tee;GEPA;8900985;Indischer Grüntee 400 g;;Indien;5;12,99;;
Grüner Tee;GEPA;8090911;Darjeeling Grüntee   100g;;Indien;5;4,99;;
Grüner Tee;dwp;rin112114;Darjeeling Grüntee blumig-fruchtig 90 g;;Indien;6;4,79;;
Grüner Tee;dwp;rin112108;Grüntee Taj-Mahal mit Rosenblättern, sinnlich-blumig 90 g;;Indien;6;4,79;;
Grüner Tee;dwp;rin112109;Grüntee Marrakesch mit Nana-Minze, belebend-frisch 90 g;;Indien;6;4,49;;
Grüner Tee;dwp;rne312102;Grüntee Himalaya Lasata, kräftig-fruchtig 90 g;;Nepal;6;4,19;;
Grüner Tee;dwp;rne312140;Grüntee Siddartha, mit Lemongras fruchtig-spritzig 90 g;;Nepal;6;4,19;;
Grüner Tee;EP;cn112301;Teeblüte, Grünteekugeln mit Nelkenblüte in Geschenkverp.,  4 Kugeln à 5,5 g, 22 g 22 g;;China;5;7,95;;
Grüner Tee;EP;in012106;Grüner Tee 'Darjeeling kbA 100 g;;Indien;7;3,89;;
Grüner Tee;EP;in012556;Grüner Tee 'Darjeeling kbA 500 g;;Indien;4;17,5;;
Grüner Tee;EP;id212100;Grüner Tee Indonesien 100 g;;Indonesien;7;2,95;;
Grüner Tee;EP;ne012103;Grüner Tee Nepal kbA 100 g;;Nepal;7;3,59;;
Grüner Tee;EP;ne012120;Grüner Tee Nepal Premiumqualität 100 g;;Nepal;7;3,59;;
Grüner Tee;EP;ne012113;Mao Feng Grüner Tee Nepal 55 g;;Nepal;7;3,99;;
Grüner Tee;EP;ne012114;Oolong Grüner Tee Nepal 40 g;;Nepal;7;3,99;;
Grüner Tee;EP;ne012119;Grüner Tee Nepal mit Zitronengras 100 g;;Nepal;7;3,59;;
Grüner Tee;EP;rw212011;Highland Green, Grüner Tee Ruanda 100 g;;Ruanda;7;2,49;;
Grüner Tee;EP;rw212021;Highland Green, Grüner Tee Ruanda 250 g;;Ruanda;5;5,39;;
Grüner Tee;GEPA;7370902;Grüntee Ceylon, einzeln kuvertiert 25x2 g;;Sri  Lanka;5;2,99;;
Grüner Tee;GEPA;8090958;Ceylon Darjeeling Grüntee 25x1,7g;;Indien;5;2,99;;
Grüner Tee;dwp;rin112106;Darjeeling Grüntee mit Lemongras Teebeutel, einzeln verpackt 20x1,8 g;;Indien;6;2,69;;
Grüner Tee;dwp;rin112107;Darjeeling Grüntee Teebeutel, einzeln verpackt 20x1,8 g;;Indien;6;2,69;;
Grüner Tee;dwp;rfb212030;Grüntee „la dolce vita“ Teebeutel mit marokkanischer Minze 25x1,5g;;diverse;10;3,59;;
Grüner Tee;EP;id212020;Grüner Tee, 20 Teebeutel je 1,5 g 20x1,5g;;Indonesien;8;2,29;;
Grüner Tee;EP;id212021;Grüner Tee Vanille, 20 Teebeutel je 1,5 g 20x1,5g;;Indonesien;8;2,29;;
Grüner Tee;ethiquable;2402;GRÜNER CEYLON TEE (20 Beutel), 36g 20x1,8g;;Sri Lanka;12;2,29;;
Grüner Tee;ethiquable;2403;GRÜNER TEE INGWER LIMETTE (20 Beutel), 36g 20x1,8g;;Sri Lanka;12;2,49;;
Grüner Tee;ethiquable;2104;GRÜNER TEE HIBISKUS INGWER (20 Beutel), 36g 20x1,8g;;Vietnam;12;2,49;;
Grüner Tee;ethiquable;2501;GRÜNER TEE mit MINZE (20 Beutel), 36g 20x1,8g;;China;12;2,49;;
Weißer Tee;EP;ne012115;Bai Mu Dan Weißer Tee Nepal 45 g;;Nepal;7;3,99;;
Weißer Tee;EP;rw212003;Silver Tips, Weißer Tee  im Agaseke-Körbchen 50 g;;Ruanda;4;10,9;;
Weißer Tee;EP;rw212004;White Tips, Weißer Tee im Agaseke-Körbchen 70 g;;Ruanda;4;10,9;;
Weißer Tee;dwp;rfb212020;Weißer Tee Krishna mit Tulsi 90 g;;Sri  Lanka;6;4,29;;
Weißer Tee;GEPA;8950914;Weißtee Darjeeling  75 g;;Indien;5;5,99;;
Weißer Tee;GEPA;8190957;Weißtee Darjeeling, einzeln kuvertiert 25x2g;;Indien;5;2,99;;
Schwarzer Tee;EP;sl512110;Sri Lanka Tee Mango 100 g;;Sri Lanka;7;2,39;;
Schwarzer Tee;EP;sl512111;Sri Lanka Tee Waldfrucht 100 g;;Sri Lanka;7;2,39;;
Schwarzer Tee;EP;sl512112;Sri Lanka Tee Zimt 100 g;;Sri Lanka;7;2,39;;
Schwarzer Tee;EP;sl512113;Sri Lanka Tee Earl Grey 100 g;;Sri Lanka;7;2,39;;
Schwarzer Tee;EP;sl512114;Sri Lanka Tee Wildkirsch 100 g;;Sri Lanka;7;2,39;;
Schwarzer Tee;EP;ta012108;Kilimanjaro-Tee Earl Grey 25 Teebeutel je 2 g 25x2g;;Tanzania;8;2,29;;
Schwarzer Tee;GEPA;7370904;Schwarztee Earl Grey, einzeln kuvertiert 25x1,7g;;Sri  Lanka;5;2,99;;
Schwarzer Tee;ethiquable;2102;EARL GREY TEE (Schwarzer Tee mit Bergamotte, 20 Beutel), 36g 20x1,8g;;Indien;12;2,49;;
Schwarzer Tee;ethiquable;2101;CHAI-TEE (Schwarzer Tee mit Gewürzen, 20 Beutel), 36g 20x1,8g;;Indien;12;2,49;;
Schwarzer Tee;CTM;396;Vanille Teebeutel Ceylontee mit Vanillearoma 25x1,5g;;Sri  Lanka;10;3,45;;
Schwarzer Tee;CTM;38;Lemon Honey Teebeutel aromatisierter Ceylontee 25x1,5g;;Sri  Lanka;10;3,45;;
Schwarzer Tee;GEPA;8090901;Exotic Chai Schwarztee, einzeln kuvertiert 18x1,7g;;Sri Lanka;5;3,99;;
Schwarzer Tee;GEPA;8090902;Spicy Orange Schwarztee, einzeln kuvertiert 18x1,7g;;Indien;5;3,99;;
Schwarzer Tee;GEPA;8090903;Lovely Mango Schwarztee, einzeln kuvertiert 18x1,7g;;Indien;5;3,99;;
Weißer Tee;GEPA;8090904;Granatapfel Weißer Tee, einzeln kuvertiert 18x1,7g;;Indien;5;3,99;;
Rotbuschtee;dwp;rsa112001;Rooibos Pure Nature, mild-aromatisch 100 g;;Südafrika;6;2,79;;
Rotbuschtee;dwp;rsa112018;Rooibos Happy Soul, positiv-erfrischend mit Lemongras 90 g;;Südafrika;6;2,89;;
Rotbuschtee;dwp;rsa112003;Rooibos Sweet Love, sinnlich-sanft mit Vanille und Honigbusch 100 g;;Südafrika;6;3,79;;
Rotbuschtee;dwp;rsa112004;Rooibos Good Friends, harmonisch-frisch mit Zimt und Orange 100 g;;Südafrika;6;3,29;;
Rotbuschtee;dwp;rsa112019;Rooibos African Power, feurig-süß mit Schoko mit Chili 90 g;;Südafrika;6;3,49;;
Rotbuschtee;dwp;rsa112013;Rooibos Green Spirit, fein-belebende Kräuterteemischung mit Rooibosanteil 70 g;;Südafrika;6;2,89;;
Rotbuschtee;dwp;rsa112020;Rooibos 4 Kids, mild-fruchtige Kräuterteemischung 90 g;;Südafrika;6;3,49;;
Rotbuschtee;GEPA;8900996;Rooibos Natur 125 g;;Südafrika;5;4,99;;
Rotbuschtee;EP;sa212001;Rotbusch Buchu, kbA 100 g;;Südafrika;7;2,99;;
Rotbuschtee;EP;sa212100;Rotbuschtee kbA 100 g;;Südafrika;7;2,49;;
Rotbuschtee;EP;sa212500;Rotbuschtee, kbA 500 g;;Südafrika;4;11,9;;
Rotbuschtee;EP;sa212105;Rotbusch Mate-Orange, kbA 100 g;;diverse;7;2,99;;
Rotbuschtee;EP;sa212135;Rotbusch Wintertee kbA 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212110;Rotbusch Zitronengras kbA 100 g;;Südafrika;7;2,99;;
Rotbuschtee;EP;sa212115;Honeybusch-Rotbusch mit Ingwer 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212120;Rotbusch Vanilla kbA 100 g;;Südafrika;7;3,49;;
Rotbuschtee;EP;sa212520;Rotbusch Vanilla kbA 500 g;;Südafrika;7;16,9;;
Rotbuschtee;EP;sa212140;Rotbusch Kindertee kbA 100 g;;Südafrika;7;3,39;;
Rotbuschtee;EP;sa212155;Rotbusch Schokotraum 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212160;Rotbusch Sahne Karamel kbA 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212165;Rotbusch Minze 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212170;Honeybusch-Rotbusch, kbA 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212175;Rotbusch Spicy Orange 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212180;Rotbusch Orange-Zimt, kbA 100 g;;Südafrika;7;3,39;;
Rotbuschtee;EP;sa212185;Bio Rotbuschtee Pflaume-Zimt, kbA  100 g;;Südafrika;7;3,39;;
Rotbuschtee;EP;sa212190;Bio Rotbusch Chai, kbA 100 g;;Südafrika;7;3,39;;
Rotbuschtee;EP;sa212600;Redpresso 100 g;;Südafrika;15;2,99;;
Rotbuschtee;EP;sa212410;Grüner Rotbusch Quitte-Holunder 100 g;;Südafrika;7;3,29;;
Rotbuschtee;EP;sa212420;Grüner Rotbusch Kokos-Karamell 100 g;;Südafrika;7;3,29;;
Rotbuschtee;dwp;rsa112015;Teebeutel Rooibos natur sanft und vollmundig 20x1,8g;;Südafrika;6;2,59;;
Rotbuschtee;EP;sa212020;Rotbuschtee, 20 Teebeutel je 2 g, kbA 20x2g;;Südafrika;8;2,29;;
Rotbuschtee;GEPA;8800954;Rooibos Tee, einzeln kuvertiert 20x2 g;;Südafrika;5;2,99;;
Rotbuschtee;ethiquable;2301;ROOIBOS TEE (20 Beutel), 40g 20x2g;;Südafrika;12;2,49;;
Rotbuschtee;EP;sa212025;Teebeutel Honeybuschtee 20x2,5 g;;Südafrika;6;2,29;;
Rotbuschtee;EP;sa212021;Teebeutel Grüner Rotbusch 20x2,5 g;;Südafrika;6;2,29;;
Rotbuschtee;EP;sa212023;Teebeutel Honeybusch-Buchutee 20x2,5 g;;Südafrika;6;2,29;;
Rotbuschtee;EP;sa212022;Teebeutel Rotbusch Vanille 20x2,5 g;;Südafrika;6;2,29;;
Rotbuschtee;EP;sa212050;Bio Winterpunsch, mit Rotbusch, Kräutern und Süßholz, Kannenteebeutel 10x7g;;Südafrika;12;3,49;;
Rotbuschtee;EP;sa212053;"""Beerentraum"" Bio, Kannenteebeutel 10x8g";;Südafrika;12;3,49;;
Rotbuschtee;EP;sa212051;"""Lemon Fresh"", Eistee, Kannenteebeutel 10x8g";;Südafrika;12;3,49;;
Rotbuschtee;EP;sa212052;Rotbusch Vanille, Kannenteebeutel 10x8g;;Südafrika;12;3,49;;
Rotbuschtee;ethiquable;2303;ROOIBOS TEE VERVEINE (20 Beutel), 40g (Zitronenverbene) 20x2g;;Südafrika;12;2,49;;
Rotbuschtee;dwp;rsa112016;Teebeutel Rooibos Vanille mit Mandarine lieblich-fruchtig 20x1,8g;;Südafrika;6;2,59;;
Rotbuschtee;dwp;rsa112017;Teebeutel Rooibos Zimt-Orange harmonisch-wärmend 20x1,8g;;Südafrika;6;2,59;;
Rotbuschtee;GEPA;8800955;Rooibos Tee Caramel, einzeln kuvertiert 20x1,7g;;Südafrika;5;2,99;;
Rotbuschtee;EP;sa212024;Rotbusch Kindertee, 20 Teeb. je 2 g, kbA 20x2g;;Südafrika;8;2,29;;
Rotbuschtee;dwp;rfb212029;Teebeutel „mi sento bene“, aufmunternder Rooibostee mit Orange und Zimt, kbA 25x1,5g;;Südafrika;10;3,59;;
Mate;EP;br012100;Erva-Matetee kbA 100 g;;Brasilien;7;1,89;;
Mate;EP;br012250;Erva-Matetee kbA 250 g;;Brasilien;5;4,49;;
Mate;EP;br012020;Erva Matetee, 20 Teebeutel je 1,8 g, kbA 20x1,8g;;Brasilien;8;2,29;;
Kräuter- und Früchtetee;EP;sl112001;Ingwertee mit Süßholzwurzel 80 g;;Sri  Lanka;10;3,59;;
Kräuter- und Früchtetee;EP;sl112002;Ingwertee mit Orangenschalen 80 g;;Sri  Lanka;10;3,59;;
Kräuter- und Früchtetee;EP;bo312401;"""Orange Tree"" Kräutertee m. Orangenblüten 60 g";;Bolivien;5;2,95;;
Kräuter- und Früchtetee;EP;bo312402;"""Blue Lemon"" Kräutertee mit Kornblumen 50 g";;Bolivien;5;2,95;;
Kräuter- und Früchtetee;EP;bo312403;"""Red Lemon"" Kräutertee m. Hibiskusblüten 50 g";;Bol./Parag.;5;2,95;;
Kräuter- und Früchtetee;EP;bo312404;"""Every Day"" Kräutertee 70 g";;Bolivien;5;2,95;;
Kräuter- und Früchtetee;Fairkauf;2010;Haustee, Kräuterteemischung 45 g;;Österreich;12;3,79;;
Kräuter- und Früchtetee;Fairkauf;2020;Frühstückstee, Kräuterteemischung 45 g;;Österreich;12;3,79;;
Kräuter- und Früchtetee;Fairkauf;2030;Guten Abend! Tee, Kräuterteemischung 45 g;;Österreich;12;3,79;;
Kräuter- und Früchtetee;EP;ae112010;Kräutertee „Sunny Mint“ 60 g;;Ägypten;5;3,59;;
Kräuter- und Früchtetee;EP;ae112020;Kräutertee „Fruity Mint“ 80 g;;Ägypten;5;3,59;;
Kräuter- und Früchtetee;EP;ae112320;Kamillentee 40 g;;Ägypten;7;2,29;;
Kräuter- und Früchtetee;EP;bf112100;Hibiskustee kbA 100 g;;Burkina Faso;5;2,49;;
Kräuter- und Früchtetee;EP;ae112200;Bio-Pfefferminztee 50 g;;Ägypten;5;2,29;;
Kräuter- und Früchtetee;EP;ae112100;Bio-Zitronengrastee, kbA 100 g;;Bolivien;5;2,79;;
Kräuter- und Früchtetee;EP;ne012104;Zitronengrastee, fein asiatisch 100 g;;Nepal;7;2,89;;
Kräuter- und Früchtetee;EP;ne012117;Zimtblättertee 100 g;;Nepal;7;2,49;;
Kräuter- und Früchtetee;dwp;rfb212024;Kräutertee Ingwer-Orange mit Vanille 90 g;;diverse;6;3,49;;
Kräuter- und Früchtetee;dwp;rfb212025;Kräutertee Guten Morgen 50 g;;diverse;6;2,99;;
Kräuter- und Früchtetee;dwp;rfb212026;Kräutertee Guten Abend 40 g;;diverse;6;2,99;;
Kräuter- und Früchtetee;dwp;rfb212027;Kräutertee Verbene ganze Blätter 12 g;;diverse;6;1,99;;
Kräuter- und Früchtetee;dwp;rbf112002;Hibiskus-Blütentee, kbA 90 g;;Burkina Faso;6;2,69;;
Kräuter- und Früchtetee;dwp;rfb212001;Sommertraum, Kräuterteemischung 70 g;;diverse;6;2,99;;
Kräuter- und Früchtetee;dwp;rfb212006;Früchtetee Fruchtblüte,  kbA 100 g;;diverse;6;3,49;;
Kräuter- und Früchtetee;dwp;rfb212007;Ingwer-Lemongras 70% Lemongras, 30% Ingwer 70 g;;Indien;6;2,99;;
Kräuter- und Früchtetee;dwp;rma112002;Lemongrastee, kbA 70 g;;Malawi;6;2,59;;
Kräuter- und Früchtetee;dwp;rpe212003;Pfefferminztee 40 g;;Peru;6;1,89;;
Kräuter- und Früchtetee;dwp;rfb212021;„Wintertraum“, Kräuterteemischung 90 g;;;6;3,89;;
Kräuter- und Früchtetee;dwp;rfb212016;1001 Nacht, Gewürzteemischung 70 g;;;6;4,19;;
Kräuter- und Früchtetee;EP;ro112110;Früchtetee Maracuja-Mango 100 g;;Rumänien;7;2,9;;
Kräuter- und Früchtetee;EP;ro112510;Früchtetee Maracuja-Mango 500 g;;Rumänien;4;11,9;;
Kräuter- und Früchtetee;EP;ro112120;Früchtetee Erdbeer-Johannisbeer 100 g;;Rumänien;7;2,9;;
Kräuter- und Früchtetee;EP;ro112520;Früchtetee Erdbeer-Johannisbeer 500 g;;Rumänien;7;11,9;;
Kräuter- und Früchtetee;EP;ro112130;Früchtetee Rote Grütze mit Sahne 100 g;;Rumänien;7;2,9;;
Kräuter- und Früchtetee;EP;ro112140;Früchtetee Rumtopf 100 g;;Rumänien;7;2,9;;
Kräuter- und Früchtetee;EP;ro112150;Früchtetee Wintertraum 100 g;;Rumänien;7;2,9;;
Kräuter- und Früchtetee;GEPA;8800949;Kamillen Teebeutel einzeln kuvertiert 20x1,5g;;Bolivien Ägypten;5;2,99;;
Kräuter- und Früchtetee;GEPA;8800950;Pfefferminz Teebeutel einzeln kuvertiert 20x1,7g;;Ägypten;5;2,99;;
Kräuter- und Früchtetee;GEPA;8800951;Fenchel Teebeutel einzeln kuvertiert 20x1,7g;;Ägypten;5;2,99;;
Kräuter- und Früchtetee;GEPA;8800953;Kräuter Teebeutel Mischung einzeln kuvertiert 20x1,7g;;diverse ;5;2,99;;
Kräuter- und Früchtetee;GEPA;8800952;Früchte  Teebeutel einzeln kuvertiert 20x2g;;diverse;5;2,99;;
Kräuter- und Früchtetee;GEPA;8800948;Hibiskus Teebeutel einzeln kuvertiert 20x1,75g;;Burkina Faso Kenia;5;2,99;;
Kräuter- und Früchtetee;GEPA;8800960;Ingwer-Lemongras Teebeutel 20x1,5g;;Vietnam Ägypten;5;2,99;;
Kräuter- und Früchtetee;GEPA;8950915;Lemongras Tee 20x1,5g;;Ägypten;5;2,99;;
Kräuter- und Früchtetee;ethiquable;2001;Zitronengras Ingwer Limette (Kräutertee, 25 Beutel) 25x1,5g;;Ecuador;12;2,79;;
Kräuter- und Früchtetee;ethiquable;2003;Orange Zimt (Kräutertee, 25 Beutel) 25x1,5g;;Ecuador;12;2,79;;
Kräuter- und Früchtetee;ethiquable;2002;ZITRONENGRAS ORANGENBLÄTTER KAMILLE (Kräutertee, 25 Beutel), 37,5g 25x1,5g;;Ecuador;12;2,79;;
Kräuter- und Früchtetee;dwp;rfb212023;Teebeutel „buon giorno amore“ mit Lemongras und Ingwer 25x1,5g;;diverse;10;3,59;;
Kräuter- und Früchtetee;dwp;rfb212028;Teebeutel „buona notte“ mit Verbene, Melisse und Lavende) 25x1,5g;;diverse;10;3,59;;
Kräuter- und Früchtetee;dwp;rfb212017;Teebeutel Ingwer-Lemongras mit Minze 20x1,8g;;diverse;6;2,69;;
Kräuter- und Früchtetee;dwp;rfb212018;Teebeutel „Fruchtblüte“ 20x1,8g;;diverse;6;2,69;;
Kräuter- und Früchtetee;dwp;rfb212019;Teebeutel „Sommertraum“ 20x1,8g;;diverse;6;2,69;;
Gewürztee;EP;ne012102;Ayurvedamrit Vata im Baumwollbeutel 100 g;;Nepal;7;4,49;;
Gewürztee;EP;ne012106;Ayurvedamrit Pitta im Baumwollbeutel 100 g;;Nepal;7;4,49;;
Gewürztee;EP;ne012107;Ayurvedamrit Kaph im Baumwollbeutel 100 g;;Nepal;7;4,49;;
Gewürztee;EP;ne012110;Ayurveda Kräutertee (drei in einem) 100 g;;Nepal;7;4,49;;
Gewürztee;EP;ne012112;Jogi-Tee,100 g Hochland-Gewürzkräutertee im Baumwollbeutel 100 g;;Nepal;7;4,49;;
Gewürztee;EP;ne012020;Ayurveda Kräutertee, 20 Teebeutel je 1,5 g 20x1,5g;;Nepal;8;2,29;;
Honig;GEPA;4330402;Eukalyptushonig, cremig 350g;;Uruguay;6;4,99;;
Honig;GEPA;3910409;Rapshonig, cremig 350g;;Chile;6;4,99;;
Honig;GEPA;6070401;Acahual Blüten, cremig 350g;;Mexico;6;4,99;;
Honig;GEPA;3910407;Ulmo Blüten, cremig 350g;;Chile;6;4,99;;
Honig;GEPA;1230401;Äthiopienhonig, cremig 500 g;;Äthiopien;6;5,99;;
Honig;GEPA;3520401;Argentinienhonig, cremig 500g;;Argentinien;6;5,99;;
Honig;GEPA;8910411;Mexikohonig, Lacandona, cremig 500g;;Mexico;6;4,99;;
Honig;GEPA;3910410;Chilehonig, cremig  500g;;Chile;6;4,99;;
Honig;GEPA;8910412;Guatemalahonig, cremig  500g;;Guatemala;6;4,99;;
Honig;GEPA;8910414;Wildblütenhonig cremig  500 g;;diverse;6;4,49;;
Honig;GEPA;8910418;Wildblütenhonig cremig 250 g;;diverse;6;2,99;;
Honig;GEPA;8910417;Faires Pfund Honig, cremig 500 g;;diverse;6;4,49;;
Honig;EP;me016301;Bio Mexiko-Blütenhonig, cremig, kbA 500 g;;Mexiko;10;4,95;;
Honig;EP;ni216310;Bio Nicaragua-Honig, cremig, kbA,  500 g;;Nicaragua;10;4,95;;
Honig;dwp;rni116001;Honig,streichzart, von Cosatin/Nicaragua 500g;;Nicaragua;6;4,79;;
Honig;GEPA;5100402;Kaffeeblütenhonig, cremig 350g;;Guatemala;6;4,99;;
Honig;Libera Terra;LT260 ;Orangenblütenhonig aus Sizilien Miele di Zagara d'Arancia 250 g;;Italien;6;5,45;;
Honig;Libera Terra;LT261;Wildblütenhonig aus Sizilien Miele Millefiori di Sicilia 250 g;;Italien;6;5,45;;
Honig;Libera Terra;LT262;Waldhonig aus dem Piemont Miele di Melata di Piemonte 250 g;;Italien;6;5,45;;
Honig;GEPA;6070402;Bio Orangenblütenhonig, flüssig  350g;;Mexico;6;4,99;;
Honig;GEPA;3910408;Waldhonig mit Blütenhonig, flüssig  350g;;Chile/Argentinien;6;4,99;;
Honig;GEPA;4330403;Uruguayhonig, flüssig 500g;;Uruguay;6;5,99;;
Honig;GEPA;5430401;Nicaraguahonig, flüssig 500g;;Nicaragua;6;4,99;;
Honig;GEPA;8910413;Mexikohonig, flüssig 500g;;Mexico;6;4,99;;
Honig;GEPA;8910415;Wildblütenhonig flüssig 500 g;;diverse;6;4,49;;
Honig;GEPA;8910416;Wildblütenhonig flüssig 250 g;;diverse;6;2,99;;
Honig;EP;cu116300;Bio Cuba-Blütenhonig, flüssig, kbA,  500 g;;Cuba;10;4,95;;
Honig;Libera Terra;LT262;Waldhonig aus dem Piemont Miele di Melata di Piemonte 250 g;;Italien;6;5,45;;
Honig;GEPA;8910409;Honig Trio, drei Sortenhonige, je 125g 375g;;diverse;12;5,49;;
Honig;GEPA;8910419;Bio Wildblütenhonig mit Zimt 250 g;;diverse;6;3,49;;
Nuss- und Schokoladencremes;GEPA;8911878;Bio Cocoba Nuss-Nougat-Creme 400g;;Paraguay, Dom. Rep.;6;4,29;;
Nuss- und Schokoladencremes;GEPA;8902004;Erdnusscreme Crunchy 350g;;Malawi Nicaragua;12;4,29;;
Nuss- und Schokoladencremes;EP;int10001;"""Equita"" Haselnußcreme 400 g";;diverse;12;3,99;;
Nuss- und Schokoladencremes;EP;int10003;„Equita“ Zartbitter 400 g;;diverse;6;3,99;;
Nuss- und Schokoladencremes;dwp;rfb513003;Cashewmus aus gerösteten Cashews  250 g;;Burkina Faso;6;6,99;;
Marmeladen und Konfitüren;Libera Terra;LT251;Zitronenmarmelade „Marmellata di Limoni di Sicilia“ 270g;;Italien;6;4,95;;
Marmeladen und Konfitüren;Libera Terra;LT252;Orangenmarmelade mit Zitrushonig – Marmellata di arrance con miele di zagara mit fair gehandeltem Rohrzucker aus Costa Rica 270g;;Italien/Costa Rica;6;4,95;;
Marmeladen und Konfitüren;Libera Terra;LT253;Orangenmarmelade mit Zitrushonig Marmellata di arrance rosse con miele di zagara mit Rohrzucker aus Fairem Handel 270g;;Italien;6;4,95;;
Marmeladen und Konfitüren;GEPA;7402004;Maracuja, Konfitüre 275g;;Laos;6;3,49;;
Marmeladen und Konfitüren;GEPA;1662001;Orange-Grapefruit, Feine Marmelade 340g;;Swasiland;6;3,9;;
